기준년도,기준월,법정동코드,법정동명,표준산업대분류코드,표준산업대분류명,1인당 소비 금액
2023,11,30200126,가정동,C,제조업(10-34),52300
2023,11,30200126,가정동,G,도매 및 소매업(45-47),50700
2023,11,30200126,가정동,I,숙박 및 음식점업(55-56),20000
2023,11,30200126,가정동,P,교육 서비스업(85),52700
2023,11,30200126,가정동,Q,보건업 및 사회복지 서비스업(86-87),36400
2023,11,30200126,가정동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),10200
2023,11,30200118,갑동,C,제조업(10-34),175800
2023,11,30200118,갑동,F,건설업(41-42),5048000
2023,11,30200118,갑동,G,도매 및 소매업(45-47),79400
2023,11,30200118,갑동,I,숙박 및 음식점업(55-56),44400
2023,11,30200118,갑동,M,전문  과학 및 기술 서비스업(70-73),70600
2023,11,30200118,갑동,O,공공 행정 국방 및 사회보장 행정(84),51100
2023,11,30200118,갑동,P,교육 서비스업(85),507600
2023,11,30200118,갑동,Q,보건업 및 사회복지 서비스업(86-87),36300
2023,11,30200118,갑동,R,예술  스포츠 및 여가관련 서비스업(90-91),733600
2023,11,30200118,갑동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),139600
2023,11,30200106,계산동,C,제조업(10-34),11900
2023,11,30200106,계산동,G,도매 및 소매업(45-47),62500
2023,11,30200106,계산동,I,숙박 및 음식점업(55-56),48900
2023,11,30200106,계산동,M,전문  과학 및 기술 서비스업(70-73),97600
2023,11,30200106,계산동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),49000
2023,11,30200106,계산동,O,공공 행정 국방 및 사회보장 행정(84),2800
2023,11,30200106,계산동,P,교육 서비스업(85),128600
2023,11,30200106,계산동,Q,보건업 및 사회복지 서비스업(86-87),430600
2023,11,30200106,계산동,R,예술  스포츠 및 여가관련 서비스업(90-91),38000
2023,11,30200106,계산동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),142100
2023,11,30200146,관평동,C,제조업(10-34),183000
2023,11,30200146,관평동,F,건설업(41-42),5300
2023,11,30200146,관평동,G,도매 및 소매업(45-47),977900
2023,11,30200146,관평동,H,운수 및 창고업(49-52),8400
2023,11,30200146,관평동,I,숙박 및 음식점업(55-56),57700
2023,11,30200146,관평동,J,정보통신업(58-63),31300
2023,11,30200146,관평동,M,전문  과학 및 기술 서비스업(70-73),35300
2023,11,30200146,관평동,O,공공 행정 국방 및 사회보장 행정(84),182500
2023,11,30200146,관평동,P,교육 서비스업(85),298200
2023,11,30200146,관평동,Q,보건업 및 사회복지 서비스업(86-87),60300
2023,11,30200146,관평동,R,예술  스포츠 및 여가관련 서비스업(90-91),51700
2023,11,30200146,관평동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),120900
2023,11,30200102,교촌동,C,제조업(10-34),1500000
2023,11,30200102,교촌동,F,건설업(41-42),780000
2023,11,30200102,교촌동,G,도매 및 소매업(45-47),272400
2023,11,30200102,교촌동,I,숙박 및 음식점업(55-56),42100
2023,11,30200102,교촌동,M,전문  과학 및 기술 서비스업(70-73),26700
2023,11,30200102,교촌동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),67400
2023,11,30200102,교촌동,O,공공 행정 국방 및 사회보장 행정(84),209400
2023,11,30200102,교촌동,P,교육 서비스업(85),495500
2023,11,30200102,교촌동,Q,보건업 및 사회복지 서비스업(86-87),107200
2023,11,30200102,교촌동,R,예술  스포츠 및 여가관련 서비스업(90-91),58700
2023,11,30200102,교촌동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),81400
2023,11,30200153,구룡동,G,도매 및 소매업(45-47),53800
2023,11,30200153,구룡동,I,숙박 및 음식점업(55-56),56000
2023,11,30200153,구룡동,P,교육 서비스업(85),661300
2023,11,30200153,구룡동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),19200
2023,11,30200124,구성동,C,제조업(10-34),58300
2023,11,30200124,구성동,G,도매 및 소매업(45-47),32300
2023,11,30200124,구성동,H,운수 및 창고업(49-52),3300
2023,11,30200124,구성동,I,숙박 및 음식점업(55-56),32700
2023,11,30200124,구성동,M,전문  과학 및 기술 서비스업(70-73),348900
2023,11,30200124,구성동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),36300
2023,11,30200124,구성동,O,공공 행정 국방 및 사회보장 행정(84),228700
2023,11,30200124,구성동,P,교육 서비스업(85),251100
2023,11,30200124,구성동,Q,보건업 및 사회복지 서비스업(86-87),43400
2023,11,30200124,구성동,R,예술  스포츠 및 여가관련 서비스업(90-91),17000
2023,11,30200124,구성동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),47700
2023,11,30200112,구암동,C,제조업(10-34),103300
2023,11,30200112,구암동,F,건설업(41-42),78200
2023,11,30200112,구암동,G,도매 및 소매업(45-47),60300
2023,11,30200112,구암동,H,운수 및 창고업(49-52),2900
2023,11,30200112,구암동,I,숙박 및 음식점업(55-56),57800
2023,11,30200112,구암동,M,전문  과학 및 기술 서비스업(70-73),130800
2023,11,30200112,구암동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),200800
2023,11,30200112,구암동,O,공공 행정 국방 및 사회보장 행정(84),109500
2023,11,30200112,구암동,P,교육 서비스업(85),160300
2023,11,30200112,구암동,Q,보건업 및 사회복지 서비스업(86-87),117900
2023,11,30200112,구암동,R,예술  스포츠 및 여가관련 서비스업(90-91),48700
2023,11,30200112,구암동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),109100
2023,11,30200122,궁동,C,제조업(10-34),15700
2023,11,30200122,궁동,G,도매 및 소매업(45-47),42700
2023,11,30200122,궁동,H,운수 및 창고업(49-52),17500
2023,11,30200122,궁동,I,숙박 및 음식점업(55-56),60700
2023,11,30200122,궁동,K,금융 및 보험업(64~66),262900
2023,11,30200122,궁동,L,부동산업(68),300
2023,11,30200122,궁동,M,전문  과학 및 기술 서비스업(70-73),98100
2023,11,30200122,궁동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),23800
2023,11,30200122,궁동,O,공공 행정 국방 및 사회보장 행정(84),109600
2023,11,30200122,궁동,P,교육 서비스업(85),311600
2023,11,30200122,궁동,Q,보건업 및 사회복지 서비스업(86-87),128800
2023,11,30200122,궁동,R,예술  스포츠 및 여가관련 서비스업(90-91),33900
2023,11,30200122,궁동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),66700
2023,11,30200148,금고동,I,숙박 및 음식점업(55-56),13900
2023,11,30200119,노은동,C,제조업(10-34),38500
2023,11,30200119,노은동,G,도매 및 소매업(45-47),131800
2023,11,30200119,노은동,H,운수 및 창고업(49-52),73800
2023,11,30200119,노은동,I,숙박 및 음식점업(55-56),63300
2023,11,30200119,노은동,M,전문  과학 및 기술 서비스업(70-73),57700
2023,11,30200119,노은동,O,공공 행정 국방 및 사회보장 행정(84),2826000
2023,11,30200119,노은동,P,교육 서비스업(85),20300
2023,11,30200119,노은동,R,예술  스포츠 및 여가관련 서비스업(90-91),89100
2023,11,30200119,노은동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),165000
2023,11,30200149,대동,I,숙박 및 음식점업(55-56),64400
2023,11,30200103,대정동,C,제조업(10-34),151800
2023,11,30200103,대정동,G,도매 및 소매업(45-47),932800
2023,11,30200103,대정동,H,운수 및 창고업(49-52),15300
2023,11,30200103,대정동,I,숙박 및 음식점업(55-56),38700
2023,11,30200103,대정동,M,전문  과학 및 기술 서비스업(70-73),4834000
2023,11,30200103,대정동,P,교육 서비스업(85),136300
2023,11,30200103,대정동,Q,보건업 및 사회복지 서비스업(86-87),23600
2023,11,30200103,대정동,R,예술  스포츠 및 여가관련 서비스업(90-91),40500
2023,11,30200103,대정동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),139200
2023,11,30200113,덕명동,C,제조업(10-34),15700
2023,11,30200113,덕명동,F,건설업(41-42),451800
2023,11,30200113,덕명동,G,도매 및 소매업(45-47),39700
2023,11,30200113,덕명동,H,운수 및 창고업(49-52),32200
2023,11,30200113,덕명동,I,숙박 및 음식점업(55-56),49500
2023,11,30200113,덕명동,J,정보통신업(58-63),29000
2023,11,30200113,덕명동,L,부동산업(68),498000
2023,11,30200113,덕명동,M,전문  과학 및 기술 서비스업(70-73),39100
2023,11,30200113,덕명동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),30000
2023,11,30200113,덕명동,O,공공 행정 국방 및 사회보장 행정(84),50600
2023,11,30200113,덕명동,P,교육 서비스업(85),302000
2023,11,30200113,덕명동,Q,보건업 및 사회복지 서비스업(86-87),61000
2023,11,30200113,덕명동,R,예술  스포츠 및 여가관련 서비스업(90-91),45700
2023,11,30200113,덕명동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),45900
2023,11,30200131,덕진동,I,숙박 및 음식점업(55-56),17200
