기준년도,기준월,법정동코드,법정동명,표준산업대분류코드,표준산업대분류명,1인당 소비 금액
2023,08,30200126,가정동,C,제조업(10-34),47100
2023,08,30200126,가정동,G,도매 및 소매업(45-47),51000
2023,08,30200126,가정동,I,숙박 및 음식점업(55-56),18800
2023,08,30200126,가정동,P,교육 서비스업(85),57800
2023,08,30200126,가정동,Q,보건업 및 사회복지 서비스업(86-87),22400
2023,08,30200126,가정동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),8100
2023,08,30200118,갑동,C,제조업(10-34),181800
2023,08,30200118,갑동,F,건설업(41-42),6000000
2023,08,30200118,갑동,G,도매 및 소매업(45-47),109300
2023,08,30200118,갑동,I,숙박 및 음식점업(55-56),54100
2023,08,30200118,갑동,M,전문  과학 및 기술 서비스업(70-73),7400
2023,08,30200118,갑동,O,공공 행정 국방 및 사회보장 행정(84),38200
2023,08,30200118,갑동,P,교육 서비스업(85),418100
2023,08,30200118,갑동,R,예술  스포츠 및 여가관련 서비스업(90-91),653700
2023,08,30200118,갑동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),59700
2023,08,30200106,계산동,C,제조업(10-34),15600
2023,08,30200106,계산동,G,도매 및 소매업(45-47),86200
2023,08,30200106,계산동,H,운수 및 창고업(49-52),990000
2023,08,30200106,계산동,I,숙박 및 음식점업(55-56),56000
2023,08,30200106,계산동,M,전문  과학 및 기술 서비스업(70-73),45000
2023,08,30200106,계산동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),997200
2023,08,30200106,계산동,O,공공 행정 국방 및 사회보장 행정(84),2300
2023,08,30200106,계산동,P,교육 서비스업(85),75600
2023,08,30200106,계산동,Q,보건업 및 사회복지 서비스업(86-87),138300
2023,08,30200106,계산동,R,예술  스포츠 및 여가관련 서비스업(90-91),114800
2023,08,30200106,계산동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),165800
2023,08,30200146,관평동,C,제조업(10-34),112800
2023,08,30200146,관평동,F,건설업(41-42),6200
2023,08,30200146,관평동,G,도매 및 소매업(45-47),638400
2023,08,30200146,관평동,H,운수 및 창고업(49-52),7700
2023,08,30200146,관평동,I,숙박 및 음식점업(55-56),56600
2023,08,30200146,관평동,J,정보통신업(58-63),37700
2023,08,30200146,관평동,M,전문  과학 및 기술 서비스업(70-73),45800
2023,08,30200146,관평동,O,공공 행정 국방 및 사회보장 행정(84),84200
2023,08,30200146,관평동,P,교육 서비스업(85),323100
2023,08,30200146,관평동,Q,보건업 및 사회복지 서비스업(86-87),79100
2023,08,30200146,관평동,R,예술  스포츠 및 여가관련 서비스업(90-91),58600
2023,08,30200146,관평동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),65200
2023,08,30200102,교촌동,C,제조업(10-34),2000000
2023,08,30200102,교촌동,F,건설업(41-42),1816400
2023,08,30200102,교촌동,G,도매 및 소매업(45-47),318800
2023,08,30200102,교촌동,I,숙박 및 음식점업(55-56),46100
2023,08,30200102,교촌동,M,전문  과학 및 기술 서비스업(70-73),19300
2023,08,30200102,교촌동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),486500
2023,08,30200102,교촌동,O,공공 행정 국방 및 사회보장 행정(84),175600
2023,08,30200102,교촌동,P,교육 서비스업(85),411800
2023,08,30200102,교촌동,Q,보건업 및 사회복지 서비스업(86-87),97000
2023,08,30200102,교촌동,R,예술  스포츠 및 여가관련 서비스업(90-91),50500
2023,08,30200102,교촌동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),98600
2023,08,30200153,구룡동,G,도매 및 소매업(45-47),55800
2023,08,30200153,구룡동,I,숙박 및 음식점업(55-56),50700
2023,08,30200153,구룡동,P,교육 서비스업(85),523300
2023,08,30200153,구룡동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),23300
2023,08,30200124,구성동,C,제조업(10-34),39900
2023,08,30200124,구성동,G,도매 및 소매업(45-47),32500
2023,08,30200124,구성동,H,운수 및 창고업(49-52),3400
2023,08,30200124,구성동,I,숙박 및 음식점업(55-56),31900
2023,08,30200124,구성동,M,전문  과학 및 기술 서비스업(70-73),378700
2023,08,30200124,구성동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),30000
2023,08,30200124,구성동,O,공공 행정 국방 및 사회보장 행정(84),16000
2023,08,30200124,구성동,P,교육 서비스업(85),262200
2023,08,30200124,구성동,Q,보건업 및 사회복지 서비스업(86-87),59300
2023,08,30200124,구성동,R,예술  스포츠 및 여가관련 서비스업(90-91),20600
2023,08,30200124,구성동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),40600
2023,08,30200112,구암동,C,제조업(10-34),55000
2023,08,30200112,구암동,F,건설업(41-42),88100
2023,08,30200112,구암동,G,도매 및 소매업(45-47),67500
2023,08,30200112,구암동,H,운수 및 창고업(49-52),4300
2023,08,30200112,구암동,I,숙박 및 음식점업(55-56),53800
2023,08,30200112,구암동,M,전문  과학 및 기술 서비스업(70-73),181800
2023,08,30200112,구암동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),205100
2023,08,30200112,구암동,O,공공 행정 국방 및 사회보장 행정(84),46600
2023,08,30200112,구암동,P,교육 서비스업(85),93700
2023,08,30200112,구암동,Q,보건업 및 사회복지 서비스업(86-87),149900
2023,08,30200112,구암동,R,예술  스포츠 및 여가관련 서비스업(90-91),44600
2023,08,30200112,구암동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),107400
2023,08,30200122,궁동,C,제조업(10-34),16000
2023,08,30200122,궁동,G,도매 및 소매업(45-47),42900
2023,08,30200122,궁동,H,운수 및 창고업(49-52),14500
2023,08,30200122,궁동,I,숙박 및 음식점업(55-56),58800
2023,08,30200122,궁동,K,금융 및 보험업(64~66),244300
2023,08,30200122,궁동,M,전문  과학 및 기술 서비스업(70-73),68600
2023,08,30200122,궁동,N,사업시설 관리  사업 지원 및 임대 서비스업(74-76),23500
2023,08,30200122,궁동,O,공공 행정 국방 및 사회보장 행정(84),37700
2023,08,30200122,궁동,P,교육 서비스업(85),411400
2023,08,30200122,궁동,Q,보건업 및 사회복지 서비스업(86-87),155100
2023,08,30200122,궁동,R,예술  스포츠 및 여가관련 서비스업(90-91),40900
2023,08,30200122,궁동,S,협회 및 단체  수리 및 기타 개인 서비스업(94-96),69300
